Date	OR	Odor	Concentration	NormalizedLuc
112509	1310	1335	1	0.09576
112509	1320	1325	1	0.058269
112509	1282	1325	1	0.17922
112509	1242	1325	1	0.064107
112509	1273	1325	1	0.076923
112509	1302	1325	1	0.041415
112509	1341	1325	1	0.10408
112509	1261	1325	1	0.045525
112509	1257	1325	1	0.062655
112509	1299	1329	1	0.062834
112509	1320	1329	1	0.053594
112509	1288	1329	1	0.087527
112509	1282	1334	1	0.17529
112509	1307	1334	1	0.084484
112509	1287	1328	1	0.10236
112509	1302	1328	1	0.052547
112709	1137	1325	1	0.095226
112709	1193	1325	1	0.17891
112709	1226	1325	1	0.12213
112709	1155	1325	1	0.13115
112709	1215	1325	1	0.12912
112709	1130	1325	1	0.20179
112709	1205	1325	1	1.0242
112709	1141	1325	1	0.11804
112709	1141	1329	1	0.1
112709	1183	1329	1	0.23056
112709	1129	1329	1	1.0885
112709	1191	1329	1	0.13136
112709	1128	1329	1	0.16992
112709	1205	1329	1	0.74118
112709	1151	1329	1	0.092951
112709	1193	1329	1	0.11374
112709	1205	1331	1	0.66729
112709	1137	1331	1	0.091899
112709	1227	1331	1	0.082082
112709	1129	1331	1	1.0825
112709	1136	1331	1	0.094304
112709	1133	1331	1	0.08225
112709	1139	1331	1	0.095173
112709	1182	1331	1	0.12788
112709	1205	1335	1	0.79743
112709	1141	1335	1	0.11341
112709	1137	1335	1	0.09558
112709	1182	1335	1	0.075269
112709	1139	1335	1	0.068163
112709	1191	1335	1	0.072636
112709	1213	1335	1	0.12406
112709	1209	1335	1	0.11132
112709	1129	1326	1	0.033258
112709	1137	1326	1	0.56049
112709	1136	1326	1	0.03734
112709	1170	1326	1	0.37306
112709	1193	1326	1	0.035001
112709	1139	1326	1	0.024762
112709	1166	1326	1	0.044182
112709	1205	1326	1	0.055042
112709	1136	1328	1	0.17041
112709	1137	1328	1	0.11255
112709	1155	1328	1	0.25668
112709	1129	1328	1	1.1653
112709	1214	1328	1	0.28788
112709	1141	1328	1	0.12376
112709	1157	1328	1	0.20179
112709	1205	1328	1	0.83452
112709	1129	1330	1	1.4745
112709	1209	1330	1	0.17631
112709	1213	1330	1	0.17316
112709	1141	1330	1	0.11367
112709	1192	1330	1	0.18339
112709	1135	1330	1	0.1019
112709	1137	1330	1	0.14987
112709	1142	1330	1	0.11746
112709	1205	1332	1	0.87841
112709	1177	1332	1	0.14104
112709	1192	1332	1	0.12645
112709	1137	1332	1	0.074648
112709	1139	1332	1	0.084617
112709	1130	1332	1	0.21081
112709	1136	1332	1	0.083932
112709	1129	1332	1	0.92656
112709	1141	1334	1	0.12288
112709	1129	1334	1	1.1575
112709	1209	1334	1	0.11624
112709	1195	1334	1	0.114
112709	1193	1334	1	0.084377
112709	1177	1326	1	0.088078
112709	1128	1326	1	0.17967
112709	1134	1326	1	0.076135
112709	1141	1327	1	0.086185
112709	1177	1327	1	0.12459
112709	1195	1327	1	0.10156
112709	1136	1327	1	0.12939
112709	1128	1327	1	0.10268
112709	1218	1327	1	0.08805
112709	1137	1333	1	0.06907
112809	1067	1326	1	1.7245
112809	1105	1326	1	0.17293
112809	1072	1326	1	0.11446
112809	1044	1326	1	0.1879
112809	1047	1326	1	0.17829
112809	1046	1326	1	0.2816
112809	1062	1326	1	0.25174
112809	1029	1326	1	0.19045
112809	1067	1327	1	1.6744
112809	1115	1327	1	0.22583
112809	1105	1327	1	0.1629
112809	1062	1327	1	0.28999
112809	1109	1327	1	0.19711
112809	1104	1327	1	0.13164
112809	1097	1327	1	0.15635
112809	1080	1327	1	0.11998
112809	1105	1329	1	0.15196
112809	1066	1329	1	0.26517
112809	1053	1329	1	0.22301
112809	1107	1329	1	0.17128
112809	1095	1329	1	0.18331
112809	1067	1333	1	2.3365
112809	1086	1333	1	0.13283
112809	1053	1333	1	0.14797
112809	1055	1325	1	0.13699
112809	1070	1325	1	0.16638
112809	1107	1325	1	0.20701
112809	1105	1325	1	0.20985
112809	1071	1325	1	0.24728
112809	1080	1325	1	0.20196
112809	1047	1325	1	0.12965
112809	1031	1325	1	0.13557
112809	1115	1330	1	0.16779
112809	1067	1330	1	2.0729
112809	1105	1330	1	0.17169
112809	1036	1330	1	0.20967
112809	1044	1330	1	0.18802
112809	1071	1330	1	0.26765
112809	1038	1330	1	0.31203
112809	1070	1330	1	0.15626
112809	1114	1331	1	0.44018
112809	1067	1331	1	1.9875
112809	1115	1331	1	0.23101
112809	1105	1331	1	0.19724
112809	1115	1332	1	0.30654
112809	1067	1332	1	2.2768
112809	1062	1332	1	0.20858
112809	1028	1332	1	0.169
112809	1067	1334	1	1.7026
112809	1060	1334	1	0.17889
112809	1105	1334	1	0.1149
112809	1109	1334	1	0.20518
112809	1067	1335	1	2.2129
112809	1105	1335	1	0.13093
112809	1044	1335	1	0.18134
112809	1053	1335	1	0.24846
112809	1044	1328	1	1.3967
112809	1067	1328	1	0.36205
112809	1105	1328	1	0.16181
112809	1037	1328	1	0.38265
112809	1053	1328	1	0.78505
112809	1071	1328	1	0.54869
112809	1107	1328	1	0.46965
113009	1466	1308	1	0.21964
113009	1530	1308	1	0.40078
113009	1529	1308	1	0.2815
113009	1461	1308	1	0.52344
113009	1472	1308	1	0.46643
113009	1467	1308	1	0.37674
113009	1462	1308	1	0.20354
113009	1464	1308	1	0.30536
113009	1510	1310	1	0.15089
113009	1478	1310	1	0.24874
113009	1467	1310	1	0.21865
113009	1513	1310	1	0.14633
113009	1503	1310	1	0.18146
113009	1484	1310	1	0.25272
113009	1470	1310	1	0.19135
113009	1465	1310	1	0.24242
113009	1502	1311	1	2.1298
113009	1503	1311	1	0.19093
113009	1530	1311	1	0.22116
113009	1478	1311	1	0.26022
113009	1521	1311	1	0.21571
113009	1528	1311	1	0.21637
113009	1520	1311	1	0.24817
113009	1484	1311	1	0.12782
113009	1528	1310	1	0.181
113009	1529	1310	1	0.25973
113009	1474	1310	1	0.30078
113009	1469	1310	1	0.17269
113009	1530	1310	1	0.22062
113009	1533	1310	1	1.3728
113009	1519	1310	1	0.17752
113009	1545	1310	1	0.17523
113009	1530	1306	1	0.31816
113009	1536	1306	1	2.2649
113009	1529	1306	1	0.27814
113009	1528	1306	1	0.23655
113009	1531	1306	1	0.10548
113009	1537	1306	1	0.27572
113009	1528	1304	1	0.13819
113009	1478	1304	1	0.22752
113009	1530	1313	1	0.30298
113009	1529	1313	1	0.21466
113009	1536	1313	1	2.5546
113009	1545	1313	1	0.2439
113009	1533	1307	1	1.3971
113009	1516	1307	1	0.1776
113009	1533	1312	1	1.5181
121009	1447	1326	1	0.12678
121009	1442	1326	1	0.13238
121009	1438	1326	1	0.1341
121009	1431	1326	1	0.22492
121009	1432	1326	1	0.1943
121009	1435	1326	1	0.1226
121009	1410	1326	1	0.14812
121009	1426	1326	1	0.13198
121009	1447	1327	1	0.1532
121009	1445	1327	1	0.1969
121009	1446	1327	1	0.18062
121009	1442	1327	1	0.14566
121009	1431	1327	1	0.12312
121009	1426	1327	1	0.1404
121009	1449	1327	1	0.10513
121009	1432	1327	1	0.12894
121009	1442	1328	1	0.12544
121009	1440	1328	1	0.14661
121009	1447	1328	1	0.10185
121009	1446	1328	1	0.14623
121009	1449	1328	1	0.1298
121009	1400	1328	1	0.10082
121009	1438	1328	1	0.092629
121009	1434	1328	1	0.10046
121009	1426	1330	1	0.14573
121009	1438	1330	1	0.20036
121009	1442	1330	1	0.10812
121009	1407	1330	1	0.28439
121009	1431	1330	1	0.1548
121009	1449	1330	1	0.14499
121009	1447	1330	1	0.15916
121009	1435	1330	1	0.089991
121009	1426	1332	1	0.1516
121009	1431	1332	1	0.12505
121009	1442	1332	1	0.12221
121009	1364	1332	1	0.11094
121009	1434	1332	1	0.15059
121009	1440	1332	1	0.13216
121009	1394	1332	1	0.22375
121009	1367	1332	1	0.09676
121009	1447	1333	1	0.12257
121009	1442	1333	1	0.18555
121009	1422	1333	1	0.1687
121009	1400	1333	1	0.1684
121009	1364	1333	1	0.13045
121009	1438	1333	1	0.13528
121009	1382	1333	1	0.14924
121009	1432	1333	1	0.1979
121009	1442	1335	1	0.1518
121009	1432	1335	1	0.167
121009	1400	1335	1	0.16891
121009	1447	1335	1	0.12842
121009	1440	1335	1	0.10017
121009	1422	1335	1	0.15974
121009	1438	1334	1	0.13704
121009	1442	1334	1	0.16366
121009	1447	1331	1	0.10626
121009	1432	1331	1	0.12654
121009	1431	1331	1	0.15254
121009	1195	1339	1	0.1196
121009	1187	1339	1	0.18336
121009	1227	1339	1	0.13892
121009	1407	1329	1	0.24401
121209	1183	1337	1	0.55853
121209	1185	1337	1	0.068384
121209	1135	1337	1	0.053973
121209	1149	1337	1	0.065074
121209	1164	1337	1	0.088542
121209	1134	1337	1	0.079897
121209	1142	1337	1	0.043659
121209	1163	1337	1	0.062129
121209	1134	1341	1	0.072379
121209	1142	1341	1	0.062242
121209	1133	1341	1	0.081181
121209	1143	1341	1	0.05277
121209	1135	1341	1	0.081059
121209	1137	1341	1	0.084124
121209	1149	1341	1	0.089483
121209	1132	1341	1	0.065828
121209	1161	1344	1	0.05624
121209	1225	1344	1	0.068878
121209	1170	1344	1	0.071048
121209	1164	1344	1	0.061829
121209	1199	1344	1	0.0664
121209	1217	1344	1	0.07848
121209	1228	1344	1	0.089238
121209	1181	1344	1	0.097494
121209	1170	1342	1	0.059689
121209	1164	1342	1	0.074523
121209	1135	1342	1	0.09112
121209	1149	1342	1	0.064796
121209	1066	1340	1	0.1227
121209	1047	1340	1	0.096975
121209	1089	1340	1	0.076655
121209	1115	1340	1	0.10094
121209	1067	1340	1	2.007
121209	1098	1340	1	0.1575
121209	1030	1340	1	0.084891
121209	1225	1343	1	0.12085
121209	1181	1343	1	0.092715
121209	1137	1343	1	0.084629
121209	1130	1343	1	0.099065
121209	1207	1343	1	0.11682
121209	1115	1342	1	0.29391
121209	1067	1342	1	2.4437
121209	1062	1342	1	0.13617
121209	1073	1342	1	0.20922
121209	1098	1342	1	0.2073
121209	1108	1342	1	0.081448
121209	1195	1345	1	0.095398
121409	1530	1326	1	0.4507
121409	1528	1326	1	0.26991
121409	1529	1326	1	0.55359
121409	1531	1326	1	0.27646
121409	1536	1326	1	1.5316
121409	1463	1326	1	0.44464
121409	1482	1326	1	0.35839
121409	1505	1326	1	0.33064
121409	1530	1327	1	0.31627
121409	1536	1327	1	1.1987
121409	1529	1327	1	0.33855
121409	1528	1327	1	0.19913
121409	1531	1327	1	0.25
121409	1475	1327	1	0.35558
121409	1474	1327	1	0.43328
121409	1467	1327	1	0.22496
121409	1530	1330	1	0.25244
121409	1536	1330	1	0.93579
121409	1467	1330	1	0.19678
121409	1474	1330	1	0.35629
121409	1482	1330	1	0.19972
121409	1496	1330	1	0.27525
121409	1529	1330	1	0.24245
121409	1463	1330	1	0.26125
121409	1536	1331	1	1.3432
121409	1496	1331	1	0.30545
121409	1495	1331	1	0.17608
121409	1545	1331	1	0.27625
121409	1465	1331	1	0.24478
121409	1528	1331	1	0.15014
121409	1464	1331	1	0.23616
121409	1474	1331	1	0.25969
121409	1536	1332	1	1.2162
121409	1530	1332	1	0.21518
121409	1529	1332	1	0.29352
121409	1528	1332	1	0.19583
121409	1496	1332	1	0.20017
121409	1495	1332	1	0.30468
121409	1482	1332	1	0.25032
121409	1545	1332	1	0.2592
121409	1530	1335	1	0.42192
121409	1529	1335	1	0.32617
121409	1536	1335	1	1.0271
121409	1528	1335	1	0.31798
121409	1531	1335	1	0.21077
121409	1496	1335	1	0.12369
121409	1522	1335	1	0.75782
121409	1482	1325	1	0.72018
121409	1530	1328	1	0.2745
121409	1536	1328	1	1.0074
121409	1529	1328	1	0.31915
121409	1531	1328	1	0.19581
121409	1499	1328	1	0.23353
121409	1536	1334	1	0.81497
121409	1496	1334	1	0.33097
121409	1485	1334	1	0.31538
121409	1536	1333	1	0.71332
121409	1530	1333	1	0.36941
121409	1529	1333	1	0.40826
121409	1496	1333	1	0.12205
121409	1115	1339	1	0.26874
121409	1067	1339	1	0.78679
121409	1072	1339	1	0.1542
121609	1048	1292	1	0.4494
121609	1448	1292	1	0.19212
121609	1425	1292	1	0.644
121609	1408	1292	1	0.94929
121609	1437	1292	1	0.34067
121609	1048	1300	1	0.90939
121609	1425	1300	1	0.57965
121609	1415	1300	1	0.46448
121609	1367	1296	1	0.19639
121609	1048	1296	1	0.77586
121609	1372	1296	1	0.47724
121609	1412	1296	1	0.25086
121609	1415	1296	1	0.50261
121609	1048	1297	1	0.53735
121609	1372	1297	1	0.40466
121609	1415	1297	1	0.34656
121609	1448	1298	1	0.10667
121609	1048	1298	1	0.44195
121609	1363	1298	1	0.27163
121609	1425	1298	1	0.29204
121609	1406	1298	1	0.37348
121609	1367	1298	1	0.12415
121609	1372	1298	1	0.22855
121609	1412	1298	1	0.15422
121609	1425	1302	1	0.30288
121609	1048	1302	1	0.58198
121609	1402	1302	1	0.33798
121609	1367	1302	1	0.18143
121609	1410	1302	1	0.13003
121609	1411	1302	1	0.24886
121609	1387	1302	1	0.14873
121609	1408	1302	1	0.39909
121609	1425	1294	1	0.28184
121609	1412	1294	1	0.16725
121609	1419	1294	1	0.16681
121609	1367	1294	1	0.14509
121609	1437	1294	1	0.21569
121609	1408	1294	1	0.58964
121609	1048	1294	1	0.70406
121609	1443	1294	1	0.67652
121609	1448	1295	1	0.19613
121609	1425	1295	1	0.27341
121609	1372	1295	1	0.43434
121609	1367	1295	1	0.31655
121609	1406	1295	1	0.71325
121609	1048	1295	1	0.79032
121609	1438	1295	1	0.25695
121609	1387	1295	1	0.25576
121609	1404	1299	1	0.61998
121609	1448	1299	1	0.14741
121609	1418	1299	1	0.63682
121609	1407	1299	1	0.68321
121609	1442	1299	1	0.33779
121609	1402	1299	1	0.42534
121609	1424	1299	1	0.1711
121609	1425	1299	1	0.52973
121609	1404	1301	1	0.43561
121609	1407	1301	1	0.65409
121609	1048	1301	1	0.66392
121609	1363	1301	1	0.39109
121609	1367	1301	1	0.19863
121609	1425	1301	1	0.22263
121609	1425	1293	1	0.40233
122609	1098	1337	1	0.262
122609	1036	1337	1	0.13668
122609	1034	1337	1	0.16727
122609	1047	1337	1	0.16517
122609	1046	1337	1	0.11859
122609	1045	1337	1	0.16682
122609	1072	1337	1	0.12324
122609	1080	1337	1	0.10635
122609	1294	1337	1	0.23689
122609	1282	1337	1	0.5
122609	1270	1337	1	0.22841
122609	1251	1337	1	0.17441
122609	1271	1337	1	0.14316
122609	1316	1337	1	0.072734
122609	1287	1337	1	0.2945
122609	1288	1337	1	0.20662
122609	1287	1341	1	0.14055
122609	1285	1341	1	0.12213
122609	1315	1341	1	0.1194
122609	1299	1341	1	0.12924
122609	1278	1341	1	0.11451
122609	1248	1341	1	0.078719
122609	1294	1341	1	0.23426
122609	1276	1341	1	0.12334
122609	1030	1341	1	0.14513
122609	1109	1341	1	0.16336
122609	1029	1341	1	0.15216
122609	1028	1341	1	0.20079
122609	1031	1341	1	0.17739
122609	1036	1341	1	0.18373
122609	1108	1341	1	0.13287
122609	1080	1341	1	0.14848
122609	1067	1344	1	3.6901
122609	1062	1344	1	0.36819
122609	1055	1344	1	0.13103
122609	1061	1344	1	0.1804
122609	1076	1344	1	0.15526
122609	1087	1344	1	0.21548
122609	1039	1344	1	0.17422
122609	1090	1344	1	0.17657
122609	1067	1343	1	3.4863
122609	1039	1343	1	0.16142
122609	1115	1343	1	0.21134
122609	1062	1343	1	0.20752
122609	1098	1343	1	0.21654
122609	1098	1336	1	0.22004
122609	1073	1346	1	0.36268
123009	1474	1341	1	0.582
123009	1460	1341	1	0.15703
123009	1465	1341	1	0.13808
123009	1459	1341	1	0.12817
123009	1468	1341	1	0.078828
123009	1463	1341	1	0.23015
123009	1489	1341	1	0.10049
123009	1473	1341	1	0.086096
123009	1382	1341	1	0.57866
123009	1380	1341	1	0.30984
123009	1362	1341	1	0.23837
123009	1385	1341	1	0.13163
123009	1390	1341	1	0.068211
123009	1366	1341	1	0.080902
123009	1391	1341	1	0.16117
123009	1378	1341	1	0.21825
123009	1407	1339	1	0.26368
123009	1418	1339	1	0.044995
123009	1425	1339	1	0.061424
123009	1528	1339	1	1.0813
123009	1530	1339	1	0.57504
123009	1529	1339	1	0.63245
123009	1531	1339	1	2.2299
123009	1536	1339	1	0.9646
123009	1530	1340	1	0.17893
123009	1529	1340	1	0.16592
123009	1528	1340	1	0.095188
123009	1531	1340	1	0.088301
123009	1536	1340	1	1.3456
123009	1402	1340	1	0.077966
123009	1418	1340	1	0.053379
123009	1426	1340	1	0.088525
123009	1372	1337	1	0.39562
123009	1377	1337	1	0.25571
123009	1386	1337	1	0.12974
123009	1375	1337	1	0.21975
123009	1378	1337	1	0.15284
123009	1374	1337	1	0.12319
123009	1376	1337	1	0.15774
123009	1382	1337	1	0.20356
123009	1535	1337	1	0.72901
123009	1534	1337	1	0.58629
123009	1533	1337	1	2.1904
123009	1465	1337	1	0.53083
123009	1460	1337	1	0.96063
123009	1464	1337	1	0.82135
123009	1471	1337	1	0.30622
12410	1048	1343	1	0.29227
12410	1530	1343	1	0.19597
12410	1529	1343	1	0.17955
12410	1536	1343	1	4.107
12410	1531	1343	1	0.19382
12410	1528	1343	1	0.11904
12410	1404	1346	1	0.26451
12410	1496	1346	1	0.13229
12410	1098	1338	1	0.23256
12410	1108	1338	1	0.11381
12410	1063	1338	1	3.5908
12410	1047	1338	1	0.15545
12410	1407	1342	1	0.4658
12410	1418	1342	1	6.331
12410	1426	1342	1	0.18162
12410	1404	1342	1	0.45704
12410	1528	1342	1	3.4075
12410	1529	1342	1	6.0949
12410	1530	1342	1	6.4959
12410	1531	1342	1	3.4912
12410	1536	1342	1	7.6498
12410	1530	1344	1	3.6762
12410	1529	1344	1	2.7186
12410	1528	1344	1	0.74502
12410	1536	1292	1	4.9789
12410	1532	1292	1	5.9286
12410	1529	1292	1	0.20601
12410	1530	1292	1	0.14008
12410	1529	1293	1	0.202
12410	1530	1293	1	0.18391
12410	1516	1293	1	0.23899
12410	1536	1345	1	5.4093
93010	1236	1282	1	1.2236
93010	1562	1282	1	2.1822
93010	1579	1282	1	1.5149
93010	1616	1282	1	3.8239
93010	1705	1282	1	1.1221
93010	1729	1282	1	1.0927
93010	1566	1282	1	1.419
93010	1708	1286	1	1.5881
93010	1616	1283	1	3.3312
93010	1705	1283	1	1.4267
93010	1706	1283	1	1.5901
93010	1713	1283	1	0.99457
93010	1566	1283	1	1.4946
93010	1121	1284	1	1.7073
93010	1239	1284	1	1.7828
93010	1454	1284	1	1.2765
93010	1119	1287	1	2.4669
93010	1241	1287	1	1.7421
93010	1589	1287	1	9.0076
93010	1240	1290	1	1.8597
93010	1559	1290	1	1.4228
93010	1577	1290	1	0.77725
93010	1723	1290	1	1.9938
93010	1589	1292	1	2.9083
93010	1235	1291	1	1.4665
93010	1451	1291	1	1.7976
93010	1458	1291	1	1.6258
93010	1557	1291	1	1.6564
93010	1580	1294	1	1.7619
93010	1714	1294	1	2.0185
93010	1568	1298	1	1.697
93010	1729	1298	1	1.2424
93010	1122	1295	1	1.6805
93010	1239	1295	1	2.2682
93010	1451	1295	1	2.6578
93010	1559	1295	1	1.9648
93010	1580	1295	1	2.1019
93010	1119	1346	1	1.5078
93010	1239	1346	1	2.4628
93010	1699	1346	1	1.4478
93010	1553	1300	1	1.6437
93010	1705	1300	1	1.9472
93010	1720	1300	1	1.4278
93010	1235	1309	1	2.0116
93010	1562	1309	1	3.4532
93010	1589	1309	1	53.6262
93010	1692	1309	1	3.2684
93010	1712	1309	1	1.8991
93010	1124	1301	1	2.0394
93010	1234	1301	1	1.6126
93010	1451	1301	1	1.8862
93010	1556	1301	1	1.6578
93010	1577	1301	1	1.5901
93010	1616	1301	1	13.0287
93010	1637	1301	1	1.6691
93010	1724	1303	1	1.3177
93010	1561	1302	1	1.5497
93010	1566	1302	1	1.8645
93010	1122	1311	1	1.5325
93010	1123	1311	1	2.0697
93010	1553	1311	1	2.0889
93010	1589	1311	1	13.0189
93010	1616	1311	1	6.138
93010	1720	1311	1	1.8068
93010	1455	1331	1	1.2669
93010	1458	1331	1	1.3381
93010	1549	1331	1	0.76577
93010	1551	1331	1	1.7901
93010	1589	1331	1	1.46
93010	1616	1331	1	5.6289
93010	1724	1331	1	1.4882
93010	1616	1333	1	3.7568
100210	1727	1339	1	0.56709
100210	1708	1340	1	0.33049
100210	1713	1340	1	0.212
100210	1720	1340	1	0.3311
100210	1589	1342	1	0.23106
100210	1616	1342	1	1.5773
100210	1724	1345	1	0.28758
100210	1637	1379	1	0.48346
100210	1119	1307	1	0.5061
100210	1720	1313	1	0.30309
100210	1589	1317	1	0.65889
100210	1561	1318	1	0.40244
100210	1727	1319	1	0.68896
100210	1589	1326	1	2.4086
100210	1455	1332	1	0.53927
100210	1589	1332	1	1.9799
100210	1234	1281	1	0.74285
100210	1235	1281	1	0.73378
100210	1236	1281	1	0.48364
100210	1237	1281	1	0.43369
100210	1455	1281	1	0.70006
100210	1557	1281	1	0.62802
100210	1568	1281	1	0.61757
100210	1727	1281	1	1.6417
100210	1238	1289	1	0.97214
100210	1553	1289	1	0.75516
100210	1554	1289	1	0.81608
100210	1637	1289	1	0.66449
100210	1697	1289	1	0.81595
100210	1700	1289	1	1.1225
100210	1717	1289	1	0.74783
100210	1701	1289	1	0.82045
100210	1121	1299	1	0.99037
100210	1549	1299	1	0.46702
100210	1589	1299	1	13.757
100210	1616	1299	1	2.4325
100210	1720	1299	1	0.52757
100210	1723	1299	1	0.81345
100210	1727	1299	1	0.91445
100210	1731	1299	1	0.65787
100210	1125	1308	1	1.2942
100210	1241	1308	1	0.62617
100210	1454	1308	1	0.72675
100210	1455	1308	1	0.63645
100210	1458	1308	1	0.57275
100210	1549	1308	1	0.3441
100210	1550	1308	1	0.80567
100210	1552	1308	1	0.7147
100210	1569	1314	1	0.58629
100210	1576	1314	1	0.65718
100210	1577	1314	1	0.99875
100210	1696	1314	1	0.92763
100210	1698	1314	1	0.63685
100210	1713	1314	1	0.54644
100210	1714	1314	1	0.94978
100210	1725	1314	1	0.63247
100210	1127	1316	1	1.1617
100210	1234	1316	1	0.9235
100210	1240	1316	1	1.2693
100210	1241	1316	1	1.0768
100210	1552	1316	1	1.0733
100210	1558	1316	1	0.96621
100210	1559	1316	1	1.1459
100210	1562	1316	1	1.5934
100210	1125	1391	1	1.5512
100210	1234	1391	1	1.1278
100210	1238	1391	1	1.412
100210	1455	1391	1	1.1699
100210	1458	1391	1	0.92804
100210	1550	1391	1	1.4796
100210	1551	1391	1	1.9939
100210	1552	1391	1	1.6369
71209	1116	1278	10	0.17191
NA	1067	1278	10	0.87288
62202	1282	1278	10	0.12432
NA	1350	1278	10	0.097863
NA	1062	1278	10	0.098411
NA	1067	1078	10	1.1087
62202	1287	1078	10	0.105
71209	1120	1078	10	0.24639
NA	1115	1375	10	0.29747
NA	1067	1375	10	0.84124
NA	1067	1064	10	0.9834
NA	1142	1147	10	0.10183
90509	1459	1147	10	0.13433
NA	1115	1147	10	0.12193
NA	1141	1147	10	0.065642
NA	1042	1147	10	0.12864
NA	1128	1147	10	0.06967
NA	1163	1147	10	0.073065
71209	1123	1147	10	0.13083
71209	1411	1147	10	0.20237
62202	1262	1147	10	0.11065
62202	1261	1147	10	0.072383
NA	1161	1147	10	0.070928
NA	1174	1147	10	0.07866
90509	1536	1147	10	1.7517
NA	1067	1147	10	0.622
81909	1067	1147	10	1.0972
90509	1474	1147	10	0.1745
71209	1404	1147	10	0.42215
NA	1073	1147	10	0.2159
NA	1085	1147	10	0.12749
90509	1529	1147	10	0.17803
90509	1530	1147	10	0.19957
62202	1287	1147	10	0.090195
NA	1040	1147	10	0.075837
71209	1120	1147	10	1.9028
NA	1108	1147	10	0.10194
71209	1119	1147	10	0.17522
NA	1119	1147	10	0.061064
62202	1272	1147	10	0.053729
62202	1271	1172	10	0.063359
62202	1363	1172	10	0.074809
NA	1067	1172	10	0.49069
71209	1048	1172	10	0.17851
71209	1404	1172	10	0.4821
NA	1073	1172	10	0.1433
62202	1287	1172	10	0.10909
90509	1461	1172	10	0.15942
71209	1120	1172	10	1.0208
71209	1119	1172	10	0.32564
90509	1532	1116	10	2.23
NA	1115	1174	10	0.27652
90509	1536	1174	10	1.8537
NA	1067	1174	10	0.47493
NA	1067	1174	10	0.917
71209	1404	1174	10	0.58762
NA	1073	1174	10	0.21267
62202	1282	1174	10	0.16748
90509	1530	1174	10	0.25009
62202	1287	1174	10	0.14645
71209	1120	1174	10	0.76336
62202	1285	1145	10	0.064273
NA	1067	1145	10	0.62616
NA	1067	1145	10	1.3505
62202	1287	1145	10	0.23602
NA	1115	1377	10	0.14656
NA	1067	1377	10	0.77386
71209	1048	1377	10	0.1898
71209	1404	1377	10	0.42327
NA	1073	1377	10	0.13205
NA	1082	1377	10	0.089696
62202	1282	1377	10	0.18014
NA	1350	1377	10	0.072861
NA	1108	1377	10	0.088125
90509	1536	1376	10	2.579
NA	1067	1376	10	4.6736
NA	1067	1376	10	1.1253
NA	1054	1376	10	0.20687
90509	1531	1376	10	0.14213
90509	1529	1376	10	0.27842
90509	1530	1376	10	0.2584
62202	1287	1376	10	0.12591
62202	1246	1278	10	0.085625
NA	1132	1278	10	0.11249
71209	1123	1278	10	0.12286
62202	1261	1278	10	0.059954
62202	1269	1278	10	0.059747
62202	1337	1278	10	0.089243
NA	1067	1278	10	0.65502
71209	1048	1278	10	0.17311
90509	1487	1278	10	0.13631
62202	1382	1278	10	0.074197
NA	1456	1278	10	0.07823
NA	1453	1278	10	0.069302
62202	1294	1278	10	0.19188
NA	1070	1078	10	0.093866
NA	1042	1078	10	0.11681
90509	1518	1078	10	0.11449
90509	1536	1078	10	1.8801
NA	1067	1078	10	8.8994
NA	1067	1078	10	0.74769
71209	1048	1078	10	0.17999
62202	1282	1078	10	0.14633
71209	1437	1078	10	0.13619
90509	1530	1078	10	0.17848
71209	1119	1078	10	0.17138
71209	1431	1375	10	0.1758
90509	1493	1375	10	0.16133
71209	1441	1375	10	0.16773
71209	1361	1375	10	0.15413
NA	1074	1375	10	0.069397
NA	1174	1375	10	0.082225
NA	1067	1375	10	0.6924
71209	1401	1375	10	0.15683
71209	1048	1375	10	0.18632
71209	1404	1375	10	0.50723
71209	1393	1375	10	0.17166
62202	1282	1375	10	0.18633
NA	1079	1375	10	0.12669
NA	1350	1375	10	0.0932
90509	1484	1375	10	0.14649
NA	1095	1375	10	0.15313
71209	1368	1375	10	0.13387
90509	1493	1064	10	0.15247
71209	1230	1064	10	0.14577
NA	1067	1064	10	0.72486
71209	1048	1064	10	0.18646
62202	1282	1064	10	0.18955
71209	1431	1147	10	0.17129
71209	1388	1147	10	0.10958
90509	1493	1147	10	0.19453
NA	1039	1147	10	0.11385
71209	1441	1147	10	0.1414
90509	1489	1147	10	0.18324
90509	1578	1147	10	0.27397
71209	1230	1147	10	0.16965
62202	1259	1147	10	0.07942
62202	1467	1147	10	0.092498
62202	1307	1147	10	0.10626
71209	1422	1147	10	0.16069
90509	1518	1147	10	0.15459
62202	1286	1147	10	0.12117
NA	1506	1147	10	0.090851
NA	1067	1147	10	0.49348
90509	1576	1147	10	0.1517
71209	1562	1147	10	0.16317
NA	1047	1147	10	0.11379
71209	1048	1147	10	0.17007
NA	1082	1147	10	0.068068
90509	1350	1147	10	0.16123
90509	1512	1147	10	0.18111
90509	1505	1147	10	0.18692
90509	1463	1147	10	0.11916
90509	1531	1147	10	0.10366
NA	1095	1147	10	0.13649
90509	1478	1147	10	0.19869
NA	1037	1147	10	0.088819
90509	1475	1172	10	0.15599
71209	1441	1172	10	0.1295
NA	1148	1172	10	0.057597
62202	1324	1172	10	0.080662
62202	1285	1172	10	0.078133
NA	1174	1172	10	0.064896
NA	1510	1172	10	0.049844
