Date	OR	Odor	Concentration	NormalizedLuc
112809	1107	1325	0	0.17143
112809	1105	1325	0	0.18296
112809	1071	1325	0	0.35435
112809	1080	1325	0	0.22639
112809	1047	1325	0	0.14085
112809	1031	1325	0	0.1872
112809	1115	1330	0	0.15642
112809	1067	1330	0	1.5419
112809	1105	1330	0	0.17765
112809	1036	1330	0	0.20662
112809	1044	1330	0	0.17342
112809	1071	1330	0	0.23686
112809	1038	1330	0	0.24132
112809	1070	1330	0	0.12242
112809	1114	1331	0	0.37878
112809	1067	1331	0	2.1319
112809	1115	1331	0	0.34746
112809	1105	1331	0	0.21594
112809	1115	1332	0	0.26887
112809	1067	1332	0	1.6979
112809	1062	1332	0	0.26197
112809	1028	1332	0	0.16168
112809	1067	1334	0	1.6413
112809	1060	1334	0	0.14313
112809	1105	1334	0	0.13058
112809	1109	1334	0	0.15037
112809	1067	1335	0	1.6338
112809	1105	1335	0	0.1225
112809	1044	1335	0	0.17194
112809	1053	1335	0	0.14817
112809	1044	1328	0	1.1304
112809	1067	1328	0	0.38543
112809	1105	1328	0	0.16482
112809	1037	1328	0	0.28659
112809	1053	1328	0	0.66262
112809	1071	1328	0	0.48415
112809	1107	1328	0	0.31232
113009	1466	1308	0	0.22624
113009	1530	1308	0	0.32108
113009	1529	1308	0	0.33804
113009	1461	1308	0	0.33758
113009	1472	1308	0	0.44567
113009	1467	1308	0	0.28011
113009	1462	1308	0	0.23905
113009	1464	1308	0	0.1896
113009	1510	1310	0	0.21247
113009	1478	1310	0	0.24929
113009	1467	1310	0	0.28325
113009	1513	1310	0	0.15934
113009	1503	1310	0	0.24702
113009	1484	1310	0	0.19349
113009	1470	1310	0	0.20342
113009	1465	1310	0	0.24961
113009	1502	1311	0	2.0442
113009	1503	1311	0	0.28639
113009	1530	1311	0	0.22336
113009	1478	1311	0	0.26822
113009	1521	1311	0	0.24684
113009	1528	1311	0	0.19581
113009	1520	1311	0	0.20998
113009	1484	1311	0	0.13181
113009	1528	1310	0	0.16951
113009	1529	1310	0	0.23434
113009	1474	1310	0	0.27757
113009	1469	1310	0	0.20804
113009	1530	1310	0	0.24599
113009	1533	1310	0	1.6753
113009	1519	1310	0	0.1458
113009	1545	1310	0	0.1714
113009	1530	1306	0	0.27933
113009	1536	1306	0	1.9948
113009	1529	1306	0	0.2289
113009	1528	1306	0	0.15068
113009	1531	1306	0	0.11738
113009	1537	1306	0	0.21803
113009	1528	1304	0	0.12538
113009	1478	1304	0	0.17283
113009	1530	1313	0	0.33033
113009	1529	1313	0	0.2604
113009	1536	1313	0	2.3867
113009	1545	1313	0	0.2594
113009	1533	1307	0	1.1867
113009	1516	1307	0	0.2397
113009	1533	1312	0	1.0317
121009	1447	1326	0	0.12171
121009	1442	1326	0	0.092551
121009	1438	1326	0	0.12271
121009	1431	1326	0	0.13023
121009	1432	1326	0	0.11241
121009	1435	1326	0	0.11547
121009	1410	1326	0	0.16739
121009	1426	1326	0	0.093648
121009	1447	1327	0	0.16127
121009	1445	1327	0	0.19038
121009	1446	1327	0	0.11756
121009	1442	1327	0	0.10566
121009	1431	1327	0	0.1274
121009	1426	1327	0	0.15625
121009	1449	1327	0	0.13281
121009	1432	1327	0	0.21275
121009	1442	1328	0	0.14371
121009	1440	1328	0	0.10859
121009	1447	1328	0	0.12212
121009	1446	1328	0	0.094532
121009	1449	1328	0	0.095129
121009	1400	1328	0	0.12942
121009	1438	1328	0	0.11086
121009	1434	1328	0	0.1223
121009	1426	1330	0	0.15131
121009	1438	1330	0	0.096
121009	1442	1330	0	0.10929
121009	1407	1330	0	0.31611
121009	1431	1330	0	0.1045
121009	1449	1330	0	0.14019
121009	1447	1330	0	0.09954
121009	1435	1330	0	0.12866
121009	1426	1332	0	0.12732
121009	1431	1332	0	0.19843
121009	1442	1332	0	0.14423
121009	1364	1332	0	0.14065
121009	1434	1332	0	0.18484
121009	1440	1332	0	0.15291
121009	1394	1332	0	0.16716
121009	1367	1332	0	0.13081
121009	1447	1333	0	0.12395
121009	1442	1333	0	0.13601
121009	1422	1333	0	0.21222
121009	1400	1333	0	0.17557
121009	1364	1333	0	0.16681
121009	1438	1333	0	0.14959
121009	1382	1333	0	0.1261
121009	1432	1333	0	0.1458
121009	1442	1335	0	0.17932
121009	1432	1335	0	0.18451
121009	1400	1335	0	0.16957
121009	1447	1335	0	0.13072
121009	1440	1335	0	0.12425
121009	1422	1335	0	0.19223
121009	1438	1334	0	0.15165
121009	1442	1334	0	0.16874
121009	1447	1331	0	0.10991
121009	1432	1331	0	0.17722
121009	1431	1331	0	0.14859
121009	1195	1339	0	0.14276
121009	1187	1339	0	0.13028
121009	1227	1339	0	0.10295
121009	1407	1329	0	0.37438
121209	1183	1337	0	0.077539
121209	1185	1337	0	0.05613
121209	1135	1337	0	0.055871
121209	1149	1337	0	0.083207
121209	1164	1337	0	0.08817
121209	1134	1337	0	0.042457
121209	1142	1337	0	0.079923
121209	1163	1337	0	0.06127
121209	1134	1341	0	0.055258
121209	1142	1341	0	0.057365
121209	1133	1341	0	0.085094
121209	1143	1341	0	0.061644
121209	1135	1341	0	0.058365
121209	1137	1341	0	0.083413
121209	1149	1341	0	0.080418
121209	1132	1341	0	0.043856
121209	1161	1344	0	0.075262
121209	1225	1344	0	0.093147
121209	1170	1344	0	0.085484
121209	1164	1344	0	0.057214
121209	1199	1344	0	0.066276
121209	1217	1344	0	0.066404
121209	1228	1344	0	0.076459
121209	1181	1344	0	0.096803
121209	1170	1342	0	0.084535
121209	1164	1342	0	0.050524
121209	1135	1342	0	0.064453
121209	1149	1342	0	0.094353
121209	1066	1340	0	0.14906
121209	1047	1340	0	0.073858
121209	1089	1340	0	0.12682
121209	1115	1340	0	0.10891
121209	1067	1340	0	1.5628
121209	1098	1340	0	0.12437
121209	1030	1340	0	0.085023
121209	1225	1343	0	0.064603
121209	1181	1343	0	0.11717
121209	1137	1343	0	0.083943
121209	1130	1343	0	0.12291
121209	1207	1343	0	0.14151
121209	1115	1342	0	0.083225
121209	1067	1342	0	1.5937
121209	1062	1342	0	0.067431
121209	1073	1342	0	0.13565
121209	1098	1342	0	0.18487
121209	1108	1342	0	0.072855
121209	1195	1345	0	0.052608
121409	1530	1326	0	0.36212
121409	1528	1326	0	0.18769
121409	1529	1326	0	0.35777
121409	1531	1326	0	0.26727
121409	1536	1326	0	1.4329
121409	1463	1326	0	0.50596
121409	1482	1326	0	0.34981
121409	1505	1326	0	0.2617
121409	1530	1327	0	0.31239
121409	1536	1327	0	1.0757
121409	1529	1327	0	0.30623
121409	1528	1327	0	0.15284
121409	1531	1327	0	0.23729
121409	1475	1327	0	0.39105
121409	1474	1327	0	0.45908
121409	1467	1327	0	0.26772
121409	1530	1330	0	0.29699
121409	1536	1330	0	0.94454
121409	1467	1330	0	0.21936
121409	1474	1330	0	0.33108
121409	1482	1330	0	0.23608
121409	1496	1330	0	0.19076
121409	1529	1330	0	0.27691
121409	1463	1330	0	0.22548
121409	1536	1331	0	0.93451
121409	1496	1331	0	0.23254
121409	1495	1331	0	0.32043
121409	1545	1331	0	0.29972
121409	1465	1331	0	0.22904
121409	1528	1331	0	0.21179
121409	1464	1331	0	0.23235
121409	1474	1331	0	0.4
121409	1536	1332	0	1.0788
121409	1530	1332	0	0.26851
121409	1529	1332	0	0.38488
121409	1528	1332	0	0.21546
121409	1496	1332	0	0.35142
121409	1495	1332	0	0.24008
121409	1482	1332	0	0.21381
121409	1545	1332	0	0.43337
121409	1530	1335	0	0.40952
121409	1529	1335	0	0.26465
121409	1536	1335	0	1.4086
121409	1528	1335	0	0.29261
121409	1531	1335	0	0.17745
121409	1496	1335	0	0.10842
121409	1522	1335	0	0.85185
121409	1482	1325	0	0.64247
121409	1530	1328	0	0.30628
121409	1536	1328	0	0.87849
121409	1529	1328	0	0.36464
121409	1531	1328	0	0.17804
121409	1499	1328	0	0.2961
121409	1536	1334	0	0.96658
121409	1496	1334	0	0.22753
121409	1485	1334	0	0.31497
121409	1536	1333	0	0.75767
121409	1530	1333	0	0.2254
121409	1529	1333	0	0.27374
121409	1496	1333	0	0.26549
121409	1115	1339	0	0.19533
121409	1067	1339	0	0.85714
121409	1072	1339	0	0.14362
121609	1048	1292	0	1.8532
121609	1448	1292	0	0.18074
121609	1425	1292	0	0.71667
121609	1408	1292	0	0.62844
121609	1437	1292	0	0.28336
121609	1048	1300	0	0.96676
121609	1425	1300	0	0.41071
121609	1415	1300	0	0.48943
121609	1367	1296	0	0.2658
121609	1048	1296	0	0.61024
121609	1372	1296	0	0.35319
121609	1412	1296	0	0.156
121609	1415	1296	0	0.56777
121609	1048	1297	0	0.44196
121609	1372	1297	0	0.40851
121609	1415	1297	0	0.49331
121609	1448	1298	0	0.12844
121609	1048	1298	0	0.68608
121609	1363	1298	0	0.41823
121609	1425	1298	0	0.21264
121609	1406	1298	0	0.51908
121609	1367	1298	0	0.18845
121609	1372	1298	0	0.49299
121609	1412	1298	0	0.23195
121609	1425	1302	0	0.3007
121609	1048	1302	0	0.61209
121609	1402	1302	0	0.26326
121609	1367	1302	0	0.13024
121609	1410	1302	0	0.19191
121609	1411	1302	0	0.21154
121609	1387	1302	0	0.13186
121609	1408	1302	0	0.48718
121609	1425	1294	0	0.20395
121609	1412	1294	0	0.10836
121609	1419	1294	0	0.15793
121609	1367	1294	0	0.15594
121609	1437	1294	0	0.24682
121609	1408	1294	0	0.41618
121609	1048	1294	0	0.47803
121609	1443	1294	0	0.61876
121609	1448	1295	0	0.18943
121609	1425	1295	0	0.63054
121609	1372	1295	0	0.8416
121609	1367	1295	0	0.33286
121609	1406	1295	0	0.848
121609	1048	1295	0	0.69444
121609	1438	1295	0	0.19526
121609	1387	1295	0	0.23849
121609	1404	1299	0	0.51842
121609	1448	1299	0	0.35283
121609	1418	1299	0	0.49194
121609	1407	1299	0	0.65203
121609	1442	1299	0	0.25209
121609	1402	1299	0	0.23731
121609	1424	1299	0	0.17897
121609	1425	1299	0	0.484
121609	1404	1301	0	0.63208
121609	1407	1301	0	0.59608
121609	1048	1301	0	0.6263
121609	1363	1301	0	0.38981
121609	1367	1301	0	0.17669
121609	1425	1301	0	0.37313
121609	1425	1293	0	0.22255
122609	1098	1337	0	0.19565
122609	1036	1337	0	0.15717
122609	1034	1337	0	0.14143
122609	1047	1337	0	0.14166
122609	1046	1337	0	0.19409
122609	1045	1337	0	0.10131
122609	1072	1337	0	0.13028
122609	1080	1337	0	0.1037
122609	1294	1337	0	0.17806
122609	1282	1337	0	0.61064
122609	1270	1337	0	0.18973
122609	1251	1337	0	0.13813
122609	1271	1337	0	0.13962
122609	1316	1337	0	0.03728
122609	1287	1337	0	0.30045
122609	1288	1337	0	0.23751
122609	1287	1341	0	0.18188
122609	1285	1341	0	0.13703
122609	1315	1341	0	0.20012
122609	1299	1341	0	0.16052
122609	1278	1341	0	0.09348
122609	1248	1341	0	0.10186
122609	1294	1341	0	0.27273
122609	1276	1341	0	0.12709
122609	1030	1341	0	0.1624
122609	1109	1341	0	0.13435
122609	1029	1341	0	0.17189
122609	1028	1341	0	0.18557
122609	1031	1341	0	0.17304
122609	1036	1341	0	0.17881
122609	1108	1341	0	0.094139
122609	1080	1341	0	0.1188
122609	1067	1344	0	2.698
122609	1062	1344	0	0.22922
122609	1055	1344	0	0.12687
122609	1061	1344	0	0.13714
122609	1076	1344	0	0.16773
122609	1087	1344	0	0.1796
122609	1039	1344	0	0.17613
122609	1090	1344	0	0.098207
122609	1067	1343	0	3.0657
122609	1039	1343	0	0.16279
122609	1115	1343	0	0.16723
122609	1062	1343	0	0.20139
122609	1098	1343	0	0.21918
122609	1098	1336	0	0.24132
122609	1073	1346	0	0.37648
123009	1474	1341	0	0.71146
123009	1460	1341	0	0.15141
123009	1465	1341	0	0.11204
123009	1459	1341	0	0.15759
123009	1468	1341	0	0.095374
123009	1463	1341	0	0.19981
123009	1489	1341	0	0.079347
123009	1473	1341	0	0.095473
123009	1382	1341	0	0.71763
123009	1380	1341	0	0.40896
123009	1362	1341	0	0.25074
123009	1385	1341	0	0.13159
123009	1390	1341	0	0.099142
123009	1366	1341	0	0.094926
123009	1391	1341	0	0.16288
123009	1378	1341	0	0.21112
123009	1407	1339	0	0.24036
123009	1418	1339	0	0.06087
123009	1425	1339	0	0.055846
123009	1528	1339	0	0.25325
123009	1530	1339	0	0.26548
123009	1529	1339	0	0.29949
123009	1531	1339	0	0.52066
123009	1536	1339	0	0.82687
123009	1530	1340	0	0.11014
123009	1529	1340	0	0.19265
123009	1528	1340	0	0.085127
123009	1531	1340	0	0.11177
123009	1536	1340	0	1.2623
123009	1402	1340	0	0.074074
123009	1418	1340	0	0.060391
123009	1426	1340	0	0.10582
123009	1372	1337	0	0.23626
123009	1377	1337	0	0.20743
123009	1386	1337	0	0.08404
123009	1375	1337	0	0.28762
123009	1378	1337	0	0.17675
123009	1374	1337	0	0.12033
123009	1376	1337	0	0.1414
123009	1382	1337	0	0.16482
123009	1535	1337	0	0.31376
123009	1534	1337	0	0.20103
123009	1533	1337	0	1.0772
123009	1465	1337	0	0.45278
123009	1460	1337	0	1.0646
123009	1464	1337	0	0.90859
123009	1471	1337	0	0.22781
12410	1048	1343	0	0.23225
12410	1530	1343	0	0.16314
12410	1529	1343	0	0.19209
12410	1536	1343	0	4.0572
12410	1531	1343	0	0.14995
12410	1528	1343	0	0.14547
12410	1404	1346	0	0.34148
12410	1496	1346	0	0.20465
12410	1098	1338	0	0.28209
12410	1108	1338	0	0.14996
12410	1063	1338	0	0.50706
12410	1047	1338	0	0.12599
12410	1407	1342	0	0.41516
12410	1418	1342	0	1.0346
12410	1426	1342	0	0.15213
12410	1404	1342	0	0.36447
12410	1528	1342	0	0.27953
12410	1529	1342	0	1.3367
12410	1530	1342	0	1.4306
12410	1531	1342	0	0.2445
12410	1536	1342	0	4.837
12410	1530	1344	0	0.66959
12410	1529	1344	0	0.62539
12410	1528	1344	0	0.17598
12410	1536	1292	0	4.5243
12410	1532	1292	0	6.5083
12410	1529	1292	0	0.17916
12410	1530	1292	0	0.17432
12410	1529	1293	0	0.16998
12410	1530	1293	0	0.17638
12410	1516	1293	0	0.13551
12410	1536	1345	0	4.4696
93010	1236	1282	0	1.181
93010	1562	1282	0	2.0714
93010	1579	1282	0	1.6931
93010	1616	1282	0	3.8618
93010	1705	1282	0	1.2866
93010	1729	1282	0	1.1098
93010	1566	1282	0	1.2888
93010	1708	1286	0	1.6016
93010	1616	1283	0	3.651
93010	1705	1283	0	1.4778
93010	1706	1283	0	1.5454
93010	1713	1283	0	1.23
93010	1566	1283	0	1.6934
93010	1121	1284	0	1.8988
93010	1239	1284	0	1.8725
93010	1454	1284	0	1.4504
93010	1119	1287	0	1.4969
93010	1241	1287	0	1.6102
93010	1589	1287	0	1.2396
93010	1240	1290	0	1.3598
93010	1559	1290	0	1.3852
93010	1577	1290	0	1.6002
93010	1723	1290	0	1.4459
93010	1589	1292	0	1.3838
93010	1235	1291	0	1.5919
93010	1451	1291	0	2.1308
93010	1458	1291	0	1.6887
93010	1557	1291	0	1.6315
93010	1580	1294	0	1.6577
93010	1714	1294	0	2.0549
93010	1568	1298	0	1.8898
93010	1729	1298	0	1.2408
93010	1122	1295	0	1.3831
93010	1239	1295	0	2.1752
93010	1451	1295	0	1.939
93010	1559	1295	0	1.7631
93010	1580	1295	0	1.8968
93010	1119	1346	0	1.5146
93010	1239	1346	0	2.1902
93010	1699	1346	0	1.5878
93010	1553	1300	0	1.5436
93010	1705	1300	0	1.5525
93010	1720	1300	0	1.6017
93010	1235	1309	0	1.8921
93010	1562	1309	0	3.221
93010	1589	1309	0	18.7181
93010	1692	1309	0	2.7809
93010	1712	1309	0	1.8034
93010	1124	1301	0	1.8659
93010	1234	1301	0	1.5068
93010	1451	1301	0	1.866
93010	1556	1301	0	1.7433
93010	1577	1301	0	1.7586
93010	1616	1301	0	5.1514
93010	1637	1301	0	1.5721
93010	1724	1303	0	1.7702
93010	1561	1302	0	1.7401
93010	1566	1302	0	1.6694
93010	1122	1311	0	1.5842
93010	1123	1311	0	1.8652
93010	1553	1311	0	1.5987
93010	1589	1311	0	2.0006
93010	1616	1311	0	5.1843
93010	1720	1311	0	1.3973
93010	1455	1331	0	1.2976
93010	1458	1331	0	1.2929
93010	1549	1331	0	0.62616
93010	1551	1331	0	1.4873
93010	1589	1331	0	1.2855
93010	1616	1331	0	3.8925
93010	1724	1331	0	1.5332
93010	1616	1333	0	3.547
100210	1727	1339	0	0.62457
100210	1708	1340	0	0.29931
100210	1713	1340	0	0.18819
100210	1720	1340	0	0.25887
100210	1589	1342	0	0.21889
100210	1616	1342	0	1.4763
100210	1724	1345	0	0.28907
100210	1637	1379	0	0.45729
100210	1119	1307	0	0.36013
100210	1720	1313	0	0.30632
100210	1589	1317	0	0.23499
100210	1561	1318	0	0.48156
100210	1727	1319	0	0.67999
100210	1589	1326	0	0.30646
100210	1455	1332	0	0.40786
100210	1589	1332	0	0.30743
100210	1234	1281	0	0.65398
100210	1235	1281	0	0.73491
100210	1236	1281	0	0.46058
100210	1237	1281	0	0.51084
100210	1455	1281	0	0.85166
100210	1557	1281	0	0.82772
100210	1568	1281	0	0.87527
100210	1727	1281	0	1.9758
100210	1238	1289	0	0.89673
100210	1553	1289	0	0.6656
100210	1554	1289	0	0.80717
100210	1637	1289	0	0.6882
100210	1697	1289	0	0.89986
100210	1700	1289	0	1.2103
100210	1717	1289	0	0.65425
100210	1701	1289	0	0.94927
100210	1121	1299	0	0.80341
100210	1549	1299	0	0.37173
100210	1589	1299	0	0.49801
100210	1616	1299	0	2.2675
100210	1720	1299	0	0.34404
100210	1723	1299	0	0.65249
100210	1727	1299	0	0.83634
100210	1731	1299	0	0.62305
100210	1125	1308	0	0.87867
100210	1241	1308	0	0.8591
100210	1454	1308	0	0.6877
100210	1455	1308	0	0.7444
100210	1458	1308	0	0.71195
100210	1549	1308	0	0.40735
100210	1550	1308	0	0.59405
100210	1552	1308	0	0.76536
100210	1569	1314	0	0.57892
100210	1576	1314	0	0.65154
100210	1577	1314	0	0.8837
100210	1696	1314	0	0.76566
100210	1698	1314	0	0.78699
100210	1713	1314	0	0.4822
100210	1714	1314	0	0.72429
100210	1725	1314	0	0.55381
100210	1127	1316	0	1.2748
100210	1234	1316	0	0.88909
100210	1240	1316	0	1.1395
100210	1241	1316	0	1.0513
100210	1552	1316	0	1.0296
100210	1558	1316	0	0.88673
100210	1559	1316	0	0.87414
100210	1562	1316	0	1.5184
100210	1125	1391	0	1
100210	1234	1391	0	0.97984
100210	1238	1391	0	1.3133
100210	1455	1391	0	0.94503
100210	1458	1391	0	1.0128
100210	1550	1391	0	1.5656
100210	1551	1391	0	1.9119
100210	1552	1391	0	2.1332
71209	1116	1278	0	0.14238
NA	1067	1278	0	0.802
62202	1282	1278	0	0.10188
NA	1350	1278	0	0.096069
NA	1062	1278	0	0.11233
NA	1067	1078	0	0.93653
62202	1287	1078	0	0.088804
71209	1120	1078	0	0.21677
NA	1115	1375	0	0.18121
NA	1067	1375	0	0.66042
NA	1067	1064	0	0.84539
NA	1142	1147	0	0.083351
90509	1459	1147	0	0.13515
NA	1115	1147	0	0.12056
NA	1141	1147	0	0.055124
NA	1042	1147	0	0.10922
NA	1128	1147	0	0.072723
NA	1163	1147	0	0.081148
71209	1123	1147	0	0.1395
71209	1411	1147	0	0.2086
62202	1262	1147	0	0.098842
62202	1261	1147	0	0.067333
NA	1161	1147	0	0.06521
NA	1174	1147	0	0.085614
90509	1536	1147	0	1.5433
NA	1067	1147	0	0.6111
81909	1067	1147	0	1.0967
90509	1474	1147	0	0.11994
71209	1404	1147	0	0.38205
NA	1073	1147	0	0.20114
NA	1085	1147	0	0.1038
90509	1529	1147	0	0.17081
90509	1530	1147	0	0.21194
62202	1287	1147	0	0.095238
NA	1040	1147	0	0.080988
71209	1120	1147	0	0.52689
NA	1108	1147	0	0.07091
71209	1119	1147	0	0.17816
NA	1119	1147	0	0.051336
62202	1272	1147	0	0.05425
62202	1271	1172	0	0.066849
62202	1363	1172	0	0.069653
NA	1067	1172	0	0.54028
71209	1048	1172	0	0.15103
71209	1404	1172	0	0.35875
NA	1073	1172	0	0.1396
62202	1287	1172	0	0.10959
90509	1461	1172	0	0.13522
71209	1120	1172	0	0.49652
71209	1119	1172	0	0.13851
90509	1532	1116	0	2.4713
NA	1115	1174	0	0.14482
90509	1536	1174	0	1.7304
NA	1067	1174	0	0.4608
NA	1067	1174	0	0.53786
71209	1404	1174	0	0.47485
NA	1073	1174	0	0.16387
62202	1282	1174	0	0.13366
90509	1530	1174	0	0.25971
62202	1287	1174	0	0.11328
71209	1120	1174	0	0.24828
62202	1285	1145	0	0.074794
NA	1067	1145	0	0.60864
NA	1067	1145	0	1.0513
62202	1287	1145	0	0.1531
NA	1115	1377	0	0.12929
NA	1067	1377	0	0.6178
71209	1048	1377	0	0.17329
71209	1404	1377	0	0.45638
NA	1073	1377	0	0.14062
NA	1082	1377	0	0.093613
62202	1282	1377	0	0.19442
NA	1350	1377	0	0.082373
NA	1108	1377	0	0.081646
90509	1536	1376	0	2.2266
NA	1067	1376	0	4.5132
NA	1067	1376	0	0.99059
NA	1054	1376	0	0.15889
90509	1531	1376	0	0.12332
90509	1529	1376	0	0.21182
90509	1530	1376	0	0.25524
62202	1287	1376	0	0.084046
62202	1246	1278	0	0.082864
NA	1132	1278	0	0.095928
71209	1123	1278	0	0.1305
62202	1261	1278	0	0.068038
62202	1269	1278	0	0.067982
62202	1337	1278	0	0.085595
NA	1067	1278	0	0.60522
71209	1048	1278	0	0.22808
90509	1487	1278	0	0.19423
62202	1382	1278	0	0.085579
NA	1456	1278	0	0.07445
NA	1453	1278	0	0.074704
62202	1294	1278	0	0.13877
NA	1070	1078	0	0.09241
NA	1042	1078	0	0.14587
90509	1518	1078	0	0.1432
90509	1536	1078	0	1.8966
NA	1067	1078	0	9.6273
NA	1067	1078	0	0.77369
71209	1048	1078	0	0.17717
62202	1282	1078	0	0.13124
71209	1437	1078	0	0.13983
90509	1530	1078	0	0.19859
71209	1119	1078	0	0.15862
71209	1431	1375	0	0.18429
90509	1493	1375	0	0.17035
71209	1441	1375	0	0.15848
71209	1361	1375	0	0.17539
NA	1074	1375	0	0.087399
NA	1174	1375	0	0.076125
NA	1067	1375	0	0.67205
71209	1401	1375	0	0.1526
71209	1048	1375	0	0.19499
71209	1404	1375	0	0.45864
71209	1393	1375	0	0.14113
62202	1282	1375	0	0.17144
NA	1079	1375	0	0.11878
NA	1350	1375	0	0.097997
90509	1484	1375	0	0.13685
NA	1095	1375	0	0.15899
71209	1368	1375	0	0.18463
90509	1493	1064	0	0.18436
71209	1230	1064	0	0.19849
NA	1067	1064	0	0.61748
71209	1048	1064	0	0.22573
62202	1282	1064	0	0.17264
71209	1431	1147	0	0.1882
71209	1388	1147	0	0.13441
90509	1493	1147	0	0.19202
NA	1039	1147	0	0.13115
71209	1441	1147	0	0.14066
90509	1489	1147	0	0.18079
90509	1578	1147	0	0.25677
71209	1230	1147	0	0.18182
62202	1259	1147	0	0.088342
62202	1467	1147	0	0.09009
62202	1307	1147	0	0.099068
71209	1422	1147	0	0.14157
90509	1518	1147	0	0.13282
62202	1286	1147	0	0.20101
NA	1506	1147	0	0.11371
NA	1067	1147	0	0.51047
90509	1576	1147	0	0.17875
71209	1562	1147	0	0.17224
NA	1047	1147	0	0.10596
71209	1048	1147	0	0.17622
NA	1082	1147	0	0.070369
90509	1350	1147	0	0.17596
90509	1512	1147	0	0.18951
90509	1505	1147	0	0.15296
90509	1463	1147	0	0.16039
90509	1531	1147	0	0.13488
NA	1095	1147	0	0.11456
90509	1478	1147	0	0.17816
NA	1037	1147	0	0.11429
90509	1475	1172	0	0.16045
71209	1441	1172	0	0.14058
NA	1148	1172	0	0.056967
62202	1324	1172	0	0.12158
62202	1285	1172	0	0.063349
NA	1174	1172	0	0.061657
NA	1510	1172	0	0.050244
62202	1296	1172	0	0.099961
NA	1067	1172	0	0.49928
NA	1541	1172	0	0.073726
NA	1456	1172	0	0.11063
NA	1350	1172	0	0.082793
NA	1088	1172	0	0.084862
62202	1484	1172	0	0.085907
62202	1272	1172	0	0.072313
90509	1501	1116	0	0.17172
90509	1475	1116	0	0.11959
90509	1519	1116	0	0.13716
90509	1509	1116	0	0.14581
71209	1230	1116	0	0.17522
NA	1174	1116	0	0.076782
NA	1067	1116	0	0.75396
NA	1067	1116	0	0.7416
71209	1048	1116	0	0.16653
90509	1494	1116	0	0.22738
90509	1487	1116	0	0.1473
62202	1282	1116	0	0.16117
NA	1350	1116	0	0.10221
90509	1468	1116	0	0.18969
NA	1150	1174	0	0.06339
NA	1142	1174	0	0.068707
62202	1297	1174	0	0.088862
NA	1148	1174	0	0.066406
NA	1128	1174	0	0.058963
62202	1324	1174	0	0.088596
NA	1154	1174	0	0.074307
90509	1535	1174	0	0.3687
90509	1532	1174	0	3.0127
NA	1161	1174	0	0.074343
NA	1174	1174	0	0.10056
62202	1363	1174	0	0.092185
71209	1048	1174	0	0.15076
71209	1407	1174	0	0.13816
62202	1315	1174	0	0.078224
62202	1272	1174	0	0.062414
62202	1251	1174	0	0.082371
62202	1389	1145	0	0.074412
62202	1279	1145	0	0.072353
NA	1142	1145	0	0.094668
62202	1298	1145	0	0.090249
NA	1117	1145	0	0.12721
NA	1183	1145	0	0.16706
NA	1130	1145	0	0.072456
62202	1265	1145	0	0.074222
62202	1258	1145	0	0.057231
62202	1266	1145	0	0.061061
NA	1174	1145	0	0.063285
90509	1536	1145	0	2.5287
NA	1067	1145	0	4.6099
71209	1048	1145	0	0.14896
NA	1112	1145	0	0.077995
NA	1088	1145	0	0.067505
90509	1468	1145	0	0.20746
90509	1531	1145	0	0.12691
90509	1493	1377	0	0.16223
NA	1142	1377	0	0.07141
71209	1230	1377	0	0.1782
71209	1361	1377	0	0.16387
NA	1067	1377	0	0.58269
90509	1487	1377	0	0.15301
90509	1493	1376	0	0.20758
NA	1072	1376	0	0.087711
NA	1059	1376	0	0.074369
NA	1067	1376	0	0.64753
NA	1052	1376	0	0.10946
NA	1047	1376	0	0.10711
71209	1048	1376	0	0.18545
62202	1282	1376	0	0.14484
NA	1088	1376	0	0.075612
NA	1040	1376	0	0.088698
NA	1108	1376	0	0.082404
71209	1119	1376	0	0.17779
92109	1498	1147	0	0.91904
92109	1488	1147	0	0.80048
92109	1522	1147	0	0.72162
92109	1481	1147	0	1.1656
92109	1480	1147	0	0.89461
92109	1537	1147	0	0.75551
92109	1511	1147	0	0.69336
92109	1473	1147	0	1.0361
92109	1532	1172	0	2.8568
92109	1507	1172	0	1.0954
92109	1473	1172	0	0.94406
92109	1502	1172	0	1.7691
92109	1489	1172	0	0.78856
92109	1459	1172	0	1.008
92109	1485	1172	0	1.0872
92109	1504	1172	0	0.90403
92109	1498	1172	0	1.0686
92109	1513	1172	0	0.53243
92109	1516	1172	0	0.99344
92109	1530	1172	0	1.2749
92109	1529	1172	0	1.2495
92109	1513	1064	0	0.53688
92109	1536	1064	0	3.1491
92109	1489	1064	0	0.98291
92109	1487	1278	0	1.0458
92109	1480	1278	0	0.93188
92109	1530	1278	0	0.98696
92109	1474	1278	0	1.2073
92109	1502	1278	0	2.4817
92109	1529	1376	0	0.9785
92109	1474	1376	0	1.452
92109	1504	1376	0	0.98006
92109	1536	1375	0	2.8543
92109	1504	1375	0	0.88889
92109	1529	1078	0	0.88037
92109	1474	1078	0	1.4006
92109	1474	1145	0	1.031
92109	1474	1174	0	1.2152
92109	1536	1377	0	2.4861
73109	1111	1282	0	0.027609
73109	1195	1282	0	0.023244
73109	1287	1282	0	0.078002
73109	1111	1281	0	0.017476
73109	1195	1281	0	0.12552
73109	1287	1281	0	0.13322
